Profile: 0/IDA/Te Time: @4.000000 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.1244       9.6177       9.3097       9.7304
  0.1283       9.6195       9.3189       9.7473
  0.1322       9.6209       9.3428       9.7862
  0.1361       9.6218       9.3813       9.8398
  0.1400       9.6223       9.4494       9.9380
  0.1439       9.6222       9.5170       10.096
  0.1482       9.6217       9.5390       10.261
  0.1529       9.6205       9.5491       10.511
  0.1577       9.6188       9.5587       10.761
  0.1624       9.6164       9.5563       10.871
  0.1671       9.6134       9.5571       10.864
  0.1718       9.6097       9.5572       10.770
  0.1765       9.6053       9.5453       10.656
  0.1812       9.6002       9.5177       10.530
  0.1858       9.5942       9.4743       10.314
  0.1902       9.5875       9.4078       10.082
  0.1947       9.5800       9.2806       9.8644
  0.1992       9.5716       9.1229       9.7436
  0.2036       9.5623       9.0020       9.6744
  0.2081       9.5522       9.0074       9.6492
  0.2125       9.5411       9.0566       9.6678
  0.2167       9.5292       9.2017       9.7526
  0.2208       9.5165       9.3232       9.9626
  0.2249       9.5029       9.3915       10.320
  0.2290       9.4885       9.4144       10.652
  0.2331       9.4734       9.4142       10.872
  0.2373       9.4575       9.4131       10.935
  0.2418       9.4408       9.3966       11.045
  0.2465       9.4234       9.3756       11.187
  0.2512       9.4053       9.3502       11.213
  0.2559       9.3865       9.3205       11.059
  0.2606       9.3671       9.2866       10.714
  0.2651       9.3470       9.2521       10.304
  0.2693       9.3263       9.2024       9.9456
  0.2736       9.3049       9.1450       9.6975
  0.2778       9.2830       9.1090       9.6021
  0.2820       9.2605       9.0580       9.6078
  0.2865       9.2375       9.0066       9.6416
  0.2912       9.2139       8.9548       9.7034
  0.2959       9.1898       8.9027       9.8073
  0.3006       9.1653       8.8789       9.9386
  0.3053       9.1402       8.8832       9.9971
  0.3102       9.1147       8.8869       9.9550
  0.3152       9.0888       8.8616       9.6995
  0.3201       9.0625       8.8359       9.4731
  0.3251       9.0357       8.7675       9.3322
  0.3304       9.0086       8.6990       9.2127
  0.3360       8.9812       8.6233       9.1355
  0.3417       8.9533       8.5476       9.0653
  0.3474       8.9252       8.4859       9.0159
  0.3524       8.8968       8.4241       8.9663
  0.3567       8.8680       8.3554       8.9443
  0.3610       8.8391       8.2659       8.9219
  0.3653       8.8098       8.1904       8.9062
  0.3699       8.7803       8.1355       8.9038
  0.3749       8.7507       8.1080       8.9147
  0.3799       8.7208       8.0803       8.9388
  0.3849       8.6907       8.0932       8.9351
  0.3907       8.6605       8.1733       8.9447
  0.3966       8.6301       8.1716       8.8728
  0.4025       8.5996       8.1427       8.7743
  0.4082       8.5690       8.1204       8.7163
  0.4130       8.5383       8.1113       8.6583
  0.4177       8.5074       8.1087       8.6071
  0.4225       8.4766       8.0792       8.5759
  0.4281       8.4457       8.0102       8.5644
  0.4338       8.4147       7.9414       8.5527
  0.4394       8.3837       7.8728       8.5540
  0.4455       8.3528       7.8308       8.5616
  0.4520       8.3220       7.7239       8.5691
  0.4585       8.2914       7.6436       8.5375
  0.4645       8.2610       7.6672       8.4933
  0.4696       8.2308       7.6778       8.4237
  0.4746       8.2010       7.6756       8.3548
  0.4801       8.1716       7.6864       8.2929
  0.4874       8.1425       7.6972       8.2443
  0.4946       8.1140       7.7019       8.2027
  0.5015       8.0859       7.6627       8.1744
  0.5070       8.0585       7.5989       8.1592
  0.5124       8.0317       7.5297       8.1509
  0.5181       8.0055       7.4676       8.1493
  0.5244       7.9800       7.4938       8.1795
  0.5306       7.9553       7.6694       8.3283
  0.5375       7.9315       7.7704       8.5387
  0.5454       7.9084       7.8096       8.6746
  0.5533       7.8863       7.8062       8.6811
  0.5595       7.8651       7.7975       8.6393
  0.5650       7.8449       7.7897       8.5926
  0.5704       7.8257       7.7768       8.5410
  0.5786       7.8076       7.7619       8.5213
  0.5869       7.7906       7.7358       8.5575
  0.5949       7.7748       7.7019       8.4551
  0.6023       7.7602       7.6389       8.2452
  0.6096       7.7468       7.5047       8.0010
  0.6166       7.7348       7.2755       7.8617
  0.6236       7.7240       7.0482       7.7965
  0.6307       7.7147       6.9252       7.7690
  0.6396       7.7068       6.9211       7.7490
  0.6484       7.7004       6.9845       7.7365
  0.6566       7.6952       6.9678       7.7373
  0.6644       7.6909       6.9879       7.7390
  0.6726       7.6872       7.0686       7.7472
  0.6821       7.6836       7.1914       7.7556
  0.6916       7.6798       7.3078       7.7698
  0.7007       7.6755       7.4116       7.7954
  0.7096       7.6702       7.4904       7.8260
  0.7185       7.6637       7.5319       7.8612
  0.7272       7.6555       7.5418       7.8528
  0.7362       7.6453       7.5318       7.8723
  0.7473       7.6327       7.5194       7.8951
  0.7583       7.6175       7.5104       7.9151
  0.7684       7.5992       7.4924       7.9198
  0.7784       7.5776       7.4828       7.9150
  0.7893       7.5522       7.4637       7.8885
  0.8008       7.5224       7.3755       7.6987
  0.8119       7.4840       7.1800       7.5776
  0.8225       7.4309       6.8619       7.4831
  0.8336       7.3571       6.4863       7.3945
  0.8463       7.2572       6.1006       7.2856
  0.8589       7.1263       5.4644       7.1430
  0.8714       6.9604       4.9932       6.9726
  0.8837       6.7626       4.8197       6.7712
  0.8955       6.5455       4.6585       6.5531
  0.9071       6.3210       4.4260       6.3272
  0.9205       6.0768       4.3072       6.0816
  0.9342       5.7494       4.2082       5.7531
  0.9478       5.2848       4.0111       5.2876
  0.9614       4.6564       3.5471       4.6589
  0.9758       3.8730       2.8756       3.8751
  0.9944       3.0459       2.1479       3.0475
  1.0000       2.3195       1.5345       2.3208
  1.0000       1.7394       0.0000       1.7395
  1.0000       1.3000       0.0000       1.3001
  1.0000      0.97782       0.0000      0.97785
  1.0000      0.74718       0.0000      0.74720
  1.0000      0.57410       0.0000      0.57411
  1.0000      0.40785       0.0000      0.40786
  1.0000      0.24220       0.0000      0.24220
  1.0000      0.11150       0.0000      0.11150
  1.0000     0.043600       0.0000     0.043600
  1.0000     0.016972       0.0000     0.016972
  1.0000    0.0076371       0.0000    0.0076373
  1.0000    0.0041560       0.0000    0.0041561
  1.0000    0.0026673       0.0000    0.0026674
  1.0000    0.0019668       0.0000    0.0019669
  1.0000    0.0016232       0.0000    0.0016234
  1.0000    0.0014607       0.0000    0.0014681
  1.0000    0.0013961       0.0000    0.0014223
  1.0000    0.0013808       0.0000    0.0014153
  1.0000    0.0013785       0.0000    0.0014302
  1.0000    0.0013764       0.0000    0.0014625
  1.0000    0.0013744       0.0000    0.0017867
  1.0000    0.0013723       0.0000    0.0035680
  1.0000    0.0013702       0.0000    0.0035626
  1.0000    0.0013682       0.0000    0.0035573
  1.0000    0.0013662       0.0000    0.0035520
  1.0000    0.0013641       0.0000    0.0035467
  1.0000    0.0013621       0.0000    0.0035414
  1.0000    0.0013601       0.0000    0.0035362
  1.0000    0.0013581       0.0000    0.0035309
  1.0000    0.0013560       0.0000    0.0035257
  1.0000    0.0013540       0.0000    0.0035205
  1.0000    0.0013520       0.0000    0.0035153
  1.0000    0.0013500       0.0000    0.0035101
  1.0000    0.0013480       0.0000    0.0035049
  1.0000    0.0013461       0.0000    0.0034997
  1.0000    0.0013441       0.0000    0.0034946
  1.0000    0.0013421       0.0000    0.0034894
  1.0000    0.0013401       0.0000    0.0034843
  1.0000    0.0013381       0.0000    0.0034791
Profile: 0/CEZ/Ti Time: @3.997500 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0029       2.1134       1.9883       2.2384
  0.0290       2.0499       1.9321       2.1676
  0.0592       1.9871       1.8871       2.0870
  0.0843       2.0975       2.0184       2.1766
  0.1097       1.9195       1.8428       1.9962
  0.1356       2.1096       2.0260       2.1932
  0.1647       1.9790       1.9247       2.0334
  0.2257       1.7780       1.6954       1.8605
  0.2527       1.7061       1.6505       1.7617
  0.2780       1.6070       1.5687       1.6454
  0.3083       1.5602       1.5162       1.6043
  0.3376       1.5521       1.4978       1.6063
  0.3649       1.5224       1.4700       1.5749
  0.3968       1.4567       1.4069       1.5065
  0.4599       1.3956       1.3618       1.4294
  0.4886       1.3050       1.2803       1.3297
  0.5218       1.2564       1.2360       1.2767
  0.5568       1.2173       1.2016       1.2329
  0.5904       1.1189       1.0951       1.1427
  0.6281       1.0535       1.0318       1.0752
  0.6667       1.0073      0.98766       1.0270
  0.7089      0.96369      0.95059      0.97680
  0.7510      0.89066      0.87639      0.90494
  0.8430      0.77610      0.75881      0.79339
Profile: 0/CMZ/Ti Time: @3.999666 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.8970      0.67837      0.65634      0.70040
  0.9083      0.62661      0.60796      0.64526
  0.9172      0.57622      0.56383      0.58860
  0.9246      0.61110      0.59740      0.62480
  0.9347      0.54426      0.53541      0.55310
  0.9400      0.55391      0.54373      0.56408
  0.9496      0.48194      0.47064      0.49324
  0.9546      0.45349      0.44289      0.46408
  0.9666      0.32968      0.31227      0.34709
  0.9686      0.24036      0.21476      0.26595
  0.9813      0.19581      0.17737      0.21425
  1.0000      0.14716      0.10070      0.19362
  1.0000      0.15172     0.090318      0.21313
  1.0000      0.17123     0.091361      0.25111
  1.0000      0.27930     0.097211      0.46140
  1.0000     0.094387     0.028386      0.16039
  1.0000      0.14606     0.043749      0.24837
  1.0000      0.15328     0.016245      0.29031
  1.0000      0.12021    0.0059133      0.23451
  1.0000      0.12759    -0.087506      0.34268
  1.0000     0.020706    -0.049141     0.090553
Profile: 0/CPZ/Ti Time: @3.999704 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.8537      0.65084      0.60089      0.70078
  0.8665      0.63053      0.58043      0.68064
  0.8736      0.61094      0.56240      0.65948
  0.8856      0.57695      0.53994      0.61396
  0.8944      0.58748      0.55282      0.62213
  0.9093      0.55769      0.53578      0.57959
  0.9183      0.53339      0.51245      0.55433
  0.9330      0.51499      0.49848      0.53150
  0.9429      0.43840      0.42271      0.45410
  0.9665      0.35774      0.30483      0.41066
  0.9904      0.27363      0.19035      0.35692
  1.0000      0.58995      0.18835      0.99154
  1.0000       0.0000       0.0000       0.0000
Profile: 0/IDI/Ti Time: @3.992498 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0000       2.0523       1.9705       2.1342
  0.0071       2.0507       1.9700       2.1313
  0.0143       2.0460       1.9687       2.1234
  0.0214       2.0390       1.9663       2.1116
  0.0285       2.0300       1.9629       2.0972
  0.0356       2.0197       1.9581       2.0813
  0.0428       2.0083       1.9518       2.0649
  0.0499       1.9964       1.9441       2.0488
  0.0570       1.9842       1.9349       2.0335
  0.0642       1.9720       1.9245       2.0194
  0.0713       1.9598       1.9135       2.0062
  0.0784       1.9479       1.9021       1.9938
  0.0855       1.9363       1.8908       1.9818
  0.0927       1.9249       1.8798       1.9699
  0.0998       1.9136       1.8692       1.9579
  0.1069       1.9023       1.8589       1.9457
  0.1134       1.8909       1.8486       1.9332
  0.1201       1.8792       1.8381       1.9203
  0.1267       1.8670       1.8271       1.9069
  0.1333       1.8542       1.8153       1.8930
  0.1400       1.8405       1.8024       1.8786
  0.1467       1.8260       1.7884       1.8636
  0.1545       1.8104       1.7731       1.8478
  0.1625       1.7939       1.7566       1.8312
  0.1704       1.7763       1.7390       1.8136
  0.1782       1.7577       1.7204       1.7950
  0.1860       1.7382       1.7010       1.7754
  0.1936       1.7179       1.6810       1.7548
  0.2011       1.6971       1.6606       1.7335
  0.2086       1.6758       1.6400       1.7115
  0.2161       1.6543       1.6194       1.6891
  0.2231       1.6327       1.5989       1.6666
  0.2301       1.6114       1.5787       1.6442
  0.2371       1.5906       1.5590       1.6222
  0.2447       1.5703       1.5399       1.6007
  0.2526       1.5508       1.5215       1.5800
  0.2605       1.5322       1.5040       1.5603
  0.2681       1.5146       1.4874       1.5418
  0.2753       1.4980       1.4716       1.5244
  0.2826       1.4825       1.4568       1.5082
  0.2903       1.4680       1.4429       1.4932
  0.2983       1.4546       1.4297       1.4794
  0.3063       1.4420       1.4173       1.4667
  0.3146       1.4302       1.4055       1.4548
  0.3229       1.4190       1.3942       1.4438
  0.3316       1.4083       1.3833       1.4332
  0.3412       1.3978       1.3727       1.4230
  0.3507       1.3875       1.3621       1.4130
  0.3583       1.3772       1.3515       1.4028
  0.3655       1.3666       1.3408       1.3923
  0.3735       1.3556       1.3299       1.3814
  0.3820       1.3442       1.3185       1.3699
  0.3911       1.3322       1.3068       1.3576
  0.4010       1.3196       1.2946       1.3445
  0.4105       1.3062       1.2818       1.3306
  0.4186       1.2922       1.2684       1.3159
  0.4271       1.2774       1.2545       1.3004
  0.4367       1.2620       1.2399       1.2841
  0.4467       1.2459       1.2248       1.2671
  0.4576       1.2294       1.2092       1.2495
  0.4677       1.2123       1.1931       1.2316
  0.4764       1.1949       1.1765       1.2133
  0.4868       1.1772       1.1597       1.1948
  0.4988       1.1594       1.1425       1.1762
  0.5088       1.1414       1.1252       1.1577
  0.5181       1.1235       1.1077       1.1393
  0.5288       1.1056       1.0901       1.1210
  0.5402       1.0877       1.0724       1.1030
  0.5533       1.0699       1.0548       1.0851
  0.5638       1.0522       1.0371       1.0673
  0.5735       1.0345       1.0194       1.0495
  0.5875       1.0166       1.0016       1.0317
  0.6005      0.99855      0.98352       1.0136
  0.6129      0.98005      0.96505      0.99505
  0.6247      0.96093      0.94597      0.97590
  0.6379      0.94099      0.92608      0.95591
  0.6527      0.92003      0.90517      0.93490
  0.6659      0.89790      0.88310      0.91270
  0.6805      0.87453      0.85981      0.88925
  0.6963      0.85000      0.83536      0.86464
  0.7114      0.82457      0.80998      0.83916
  0.7263      0.79865      0.78396      0.81333
  0.7424      0.77272      0.75763      0.78781
  0.7607      0.74721      0.73122      0.76321
  0.7775      0.72233      0.70497      0.73969
  0.7960      0.69798      0.67924      0.71671
  0.8147      0.67372      0.65428      0.69315
  0.8327      0.64866      0.62961      0.66771
  0.8540      0.62105      0.60334      0.63877
  0.8750      0.58784      0.57206      0.60361
  0.8953      0.54469      0.53116      0.55823
  0.9160      0.48750      0.47586      0.49914
  0.9390      0.41481      0.40397      0.42564
  0.9619      0.33010      0.31917      0.34103
  0.9884      0.24187      0.23048      0.25326
  1.0000      0.16142      0.14945      0.17340
  1.0000     0.099544     0.087483      0.11160
  1.0000     0.064176     0.052111     0.076242
  1.0000     0.059888     0.046090     0.073685
  1.0000     0.088483     0.074649      0.10232
Profile: 0/IDI/Tidat Time: @3.992498 Scale: 1000.00
rho toroidal     Data        Lower        Upper
  0.0034       2.2351       2.2351       2.2351
  0.0054       2.0446       2.0446       2.0446
  0.0283       2.0356       2.0356       2.0356
  0.0307       1.9522       1.9522       1.9522
  0.0327       1.9757       1.9757       1.9757
  0.0365       2.0929       2.0929       2.0929
  0.0585       2.0297       2.0297       2.0297
  0.0628       1.8521       1.8521       1.8521
  0.0837       2.0238       2.0238       2.0238
  0.0879       1.7285       1.7285       1.7285
  0.0942       1.9940       1.9940       1.9940
  0.1008       1.9344       1.9344       1.9344
  0.1092       1.9258       1.9258       1.9258
  0.1131       1.7636       1.7636       1.7636
  0.1353       1.7522       1.7522       1.7522
  0.1391       1.8214       1.8214       1.8214
  0.1555       1.8881       1.8881       1.8881
  0.1640       1.8176       1.8176       1.8176
  0.1642       1.8969       1.8969       1.8969
  0.1686       1.7827       1.7827       1.7827
  0.2252       1.5627       1.5627       1.5627
  0.2289       1.5823       1.5823       1.5823
  0.2319       1.5743       1.5743       1.5743
  0.2522       1.5248       1.5248       1.5248
  0.2562       1.5798       1.5798       1.5798
  0.2777       1.4952       1.4952       1.4952
  0.2813       1.5149       1.5149       1.5149
  0.3079       1.4380       1.4380       1.4380
  0.3110       1.4550       1.4550       1.4550
  0.3119       1.4149       1.4149       1.4149
  0.3370       1.3954       1.3954       1.3954
  0.3414       1.3773       1.3773       1.3773
  0.3648       1.3181       1.3181       1.3181
  0.3680       1.4053       1.4053       1.4053
  0.3871       1.3235       1.3235       1.3235
  0.3964       1.3040       1.3040       1.3040
  0.4006       1.3274       1.3274       1.3274
  0.4595       1.2338       1.2338       1.2338
  0.4636       1.2435       1.2435       1.2435
  0.4717       1.1874       1.1874       1.1874
  0.4882       1.1507       1.1507       1.1507
  0.4925       1.1689       1.1689       1.1689
  0.5217       1.1137       1.1137       1.1137
  0.5253       1.1499       1.1499       1.1499
  0.5566       1.0658       1.0658       1.0658
  0.5598       1.0466       1.0466       1.0466
  0.5623       1.0428       1.0428       1.0428
  0.5903      0.92493      0.92493      0.92493
  0.5943       1.0100       1.0100       1.0100
  0.6284      0.97392      0.97392      0.97392
  0.6317      0.98958      0.98958      0.98958
  0.6608      0.89029      0.89029      0.89029
  0.6670      0.88481      0.88481      0.88481
  0.6702      0.91699      0.91699      0.91699
  0.7094      0.84337      0.84337      0.84337
  0.7127      0.82603      0.82603      0.82603
  0.7517      0.74966      0.74966      0.74966
  0.7553      0.76164      0.76164      0.76164
  0.7758      0.70899      0.70899      0.70899
  0.8443      0.64600      0.64600      0.64600
  0.8479      0.65843      0.65843      0.65843
  0.8567      0.61882      0.61882      0.61882
  0.9015      0.46397      0.46397      0.46397
  0.9028      0.56556      0.56556      0.56556
  0.9034      0.50625      0.50625      0.50625
  0.9136      0.47226      0.47226      0.47226
  0.9143      0.45412      0.45412      0.45412
  0.9150      0.48404      0.48404      0.48404
  0.9152      0.47380      0.47380      0.47380
  0.9162      0.50753      0.50753      0.50753
  0.9227      0.44062      0.44062      0.44062
  0.9243      0.47867      0.47867      0.47867
  0.9255      0.49950      0.49950      0.49950
  0.9275      0.49113      0.49113      0.49113
  0.9288      0.42749      0.42749      0.42749
  0.9301      0.42507      0.42507      0.42507
  0.9317      0.42212      0.42212      0.42212
  0.9330      0.45088      0.45088      0.45088
  0.9367      0.44150      0.44150      0.44150
  0.9381      0.39764      0.39764      0.39764
  0.9403      0.35500      0.35500      0.35500
  0.9421      0.44912      0.44912      0.44912
  0.9434      0.45719      0.45719      0.45719
  0.9440      0.40477      0.40477      0.40477
  0.9455      0.40493      0.40493      0.40493
  0.9456      0.32698      0.32698      0.32698
  0.9474      0.42591      0.42591      0.42591
  0.9488      0.41299      0.41299      0.41299
